# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.897, -2.050 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC, missing in binary flag
# {"units": {"time": "UTC", "local_time": "Europe/London", "electricity": "kW", "irradiance_direct": "unknown", "irradiance_diffuse": "unknown", "temperature": "\u00baC", "missing": "binary flag"}, "params": {"local_time": true, "header": true, "lat": "51.8971", "lon": "-2.0501", "date_from": "2015-01-01", "date_to": "2015-12-31", "dataset": "sarah", "capacity": "1", "system_loss": "0.1", "tracking": "0", "tilt": "35", "azim": "180", "raw": true}}
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,missing
2015-03-07 14:00,2015-03-07 14:00,0.580,0.541,0.142,13.134,0
2015-03-07 15:00,2015-03-07 15:00,0.455,0.398,0.125,12.666,0
2015-03-07 16:00,2015-03-07 16:00,0.269,0.206,0.101,11.494,0
2015-03-07 17:00,2015-03-07 17:00,0.069,0.040,0.049,9.526,0
2015-03-07 18:00,2015-03-07 18:00,0,0,0,7.834,0
2015-03-07 19:00,2015-03-07 19:00,0,0,0,6.999,0
2015-03-07 20:00,2015-03-07 20:00,0,0,0,6.659,0
2015-03-07 21:00,2015-03-07 21:00,0,0,0,6.358,0
2015-03-07 22:00,2015-03-07 22:00,0,0,0,6.022,0
2015-03-07 23:00,2015-03-07 23:00,0,0,0,5.798,0
2015-03-08 00:00,2015-03-08 00:00,0,0,0,5.722,0
2015-03-08 01:00,2015-03-08 01:00,0,0,0,5.682,0
2015-03-08 02:00,2015-03-08 02:00,0,0,0,5.662,0
2015-03-08 03:00,2015-03-08 03:00,0,0,0,5.782,0
2015-03-08 04:00,2015-03-08 04:00,0,0,0,6.037,0
2015-03-08 05:00,2015-03-08 05:00,0,0,0,6.295,0
2015-03-08 06:00,2015-03-08 06:00,0,0,0,6.526,0
2015-03-08 07:00,2015-03-08 07:00,0.010,0.002,0.020,6.959,0
2015-03-08 08:00,2015-03-08 08:00,0.054,0.006,0.066,7.698,0
2015-03-08 09:00,2015-03-08 09:00,0.041,0.001,0.058,8.455,0
2015-03-08 10:00,2015-03-08 10:00,0.062,0,0.081,9.223,0
2015-03-08 11:00,2015-03-08 11:00,0.077,0,0.098,9.641,0
2015-03-08 12:00,2015-03-08 12:00,0.040,0,0.057,9.838,0
2015-03-08 13:00,2015-03-08 13:00,0.077,0.003,0.096,9.917,0
2015-03-08 14:00,2015-03-08 14:00,0.172,0.025,0.174,9.668,0
2015-03-08 15:00,2015-03-08 15:00,0.072,0.014,0.078,9.309,0
2015-03-08 16:00,2015-03-08 16:00,0.157,0.071,0.112,8.711,0
2015-03-08 17:00,2015-03-08 17:00,0.040,0.014,0.043,6.866,0
2015-03-08 18:00,2015-03-08 18:00,0,0,0,5.598,0
2015-03-08 19:00,2015-03-08 19:00,0,0,0,4.733,0
2015-03-08 20:00,2015-03-08 20:00,0,0,0,3.749,0
2015-03-08 21:00,2015-03-08 21:00,0,0,0,2.750,0
2015-03-08 22:00,2015-03-08 22:00,0,0,0,1.965,0
2015-03-08 23:00,2015-03-08 23:00,0,0,0,1.601,0
2015-03-09 00:00,2015-03-09 00:00,0,0,0,1.249,0
2015-03-09 01:00,2015-03-09 01:00,0,0,0,0.830,0
2015-03-09 02:00,2015-03-09 02:00,0,0,0,0.511,0
2015-03-09 03:00,2015-03-09 03:00,0,0,0,1.059,0
2015-03-09 04:00,2015-03-09 04:00,0,0,0,1.591,0
2015-03-09 05:00,2015-03-09 05:00,0,0,0,1.691,0
2015-03-09 06:00,2015-03-09 06:00,0,0,0,1.868,0
2015-03-09 07:00,2015-03-09 07:00,0.006,0.001,0.015,2.539,0
2015-03-09 08:00,2015-03-09 08:00,0.048,0.003,0.061,3.614,0
2015-03-09 09:00,2015-03-09 09:00,0.047,0,0.065,5.047,0
2015-03-09 10:00,2015-03-09 10:00,0.071,0,0.091,6.620,0
2015-03-09 11:00,2015-03-09 11:00,0.073,0,0.093,7.975,0
2015-03-09 12:00,2015-03-09 12:00,0.045,0,0.063,8.933,0
2015-03-09 13:00,2015-03-09 13:00,0.034,0,0.051,9.567,0
2015-03-09 14:00,2015-03-09 14:00,0.035,0,0.052,9.742,0
2015-03-09 15:00,2015-03-09 15:00,0.035,0,0.052,9.701,0
2015-03-09 16:00,2015-03-09 16:00,0.019,0,0.034,9.631,0
2015-03-09 17:00,2015-03-09 17:00,0.007,0,0.018,9.546,0
2015-03-09 18:00,2015-03-09 18:00,0,0,0,9.326,0
2015-03-09 19:00,2015-03-09 19:00,0,0,0,8.809,0
2015-03-09 20:00,2015-03-09 20:00,0,0,0,7.729,0
2015-03-09 21:00,2015-03-09 21:00,0,0,0,6.371,0
2015-03-09 22:00,2015-03-09 22:00,0,0,0,5.413,0
2015-03-09 23:00,2015-03-09 23:00,0,0,0,4.913,0
2015-03-10 00:00,2015-03-10 00:00,0,0,0,4.635,0
2015-03-10 01:00,2015-03-10 01:00,0,0,0,4.358,0
2015-03-10 02:00,2015-03-10 02:00,0,0,0,4.144,0
2015-03-10 03:00,2015-03-10 03:00,0,0,0,3.893,0
2015-03-10 04:00,2015-03-10 04:00,0,0,0,3.423,0
2015-03-10 05:00,2015-03-10 05:00,0,0,0,3.063,0
2015-03-10 06:00,2015-03-10 06:00,0,0,0,2.760,0
2015-03-10 07:00,2015-03-10 07:00,0.045,0.036,0.025,2.912,0
2015-03-10 08:00,2015-03-10 08:00,0.246,0.208,0.063,3.918,0
2015-03-10 09:00,2015-03-10 09:00,0.336,0.242,0.130,5.959,0
2015-03-10 10:00,2015-03-10 10:00,0.585,0.559,0.110,7.843,0
2015-03-10 11:00,2015-03-10 11:00,0.715,0.747,0.100,8.977,0
2015-03-10 12:00,2015-03-10 12:00,0.674,0.633,0.160,9.578,0
2015-03-10 13:00,2015-03-10 13:00,0.535,0.486,0.129,10.103,0
2015-03-10 14:00,2015-03-10 14:00,0.464,0.418,0.110,10.329,0
2015-03-10 15:00,2015-03-10 15:00,0.479,0.419,0.127,10.079,0
2015-03-10 16:00,2015-03-10 16:00,0.283,0.212,0.106,9.166,0
2015-03-10 17:00,2015-03-10 17:00,0.085,0.048,0.058,7.006,0
2015-03-10 18:00,2015-03-10 18:00,0,0.001,0.004,5.327,0
2015-03-10 19:00,2015-03-10 19:00,0,0,0,3.654,0
2015-03-10 20:00,2015-03-10 20:00,0,0,0,2.527,0
2015-03-10 21:00,2015-03-10 21:00,0,0,0,2.052,0
2015-03-10 22:00,2015-03-10 22:00,0,0,0,1.711,0
2015-03-10 23:00,2015-03-10 23:00,0,0,0,1.361,0
2015-03-11 00:00,2015-03-11 00:00,0,0,0,1.122,0
2015-03-11 01:00,2015-03-11 01:00,0,0,0,1.050,0
2015-03-11 02:00,2015-03-11 02:00,0,0,0,1.116,0
2015-03-11 03:00,2015-03-11 03:00,0,0,0,1.069,0
2015-03-11 04:00,2015-03-11 04:00,0,0,0,1.164,0
2015-03-11 05:00,2015-03-11 05:00,0,0,0,1.417,0
2015-03-11 06:00,2015-03-11 06:00,0,0,0,0.422,0
2015-03-11 07:00,2015-03-11 07:00,0.047,0.035,0.028,1.612,0
2015-03-11 08:00,2015-03-11 08:00,0.213,0.160,0.077,3.682,0
2015-03-11 09:00,2015-03-11 09:00,0.266,0.159,0.137,6.147,0
2015-03-11 10:00,2015-03-11 10:00,0.273,0.098,0.207,8.155,0
2015-03-11 11:00,2015-03-11 11:00,0.496,0.355,0.209,9.373,0
2015-03-11 12:00,2015-03-11 12:00,0.402,0.191,0.262,9.720,0
2015-03-11 13:00,2015-03-11 13:00,0.212,0.038,0.204,9.745,0
2015-03-11 14:00,2015-03-11 14:00,0.091,0.001,0.112,9.598,0
2015-03-11 15:00,2015-03-11 15:00,0.067,0.001,0.086,9.465,0
2015-03-11 16:00,2015-03-11 16:00,0.119,0.037,0.106,9.446,0
2015-03-11 17:00,2015-03-11 17:00,0.025,0.009,0.031,8.520,0
2015-03-11 18:00,2015-03-11 18:00,0,0,0.001,8.086,0
2015-03-11 19:00,2015-03-11 19:00,0,0,0,7.928,0
2015-03-11 20:00,2015-03-11 20:00,0,0,0,7.559,0
2015-03-11 21:00,2015-03-11 21:00,0,0,0,7.109,0
2015-03-11 22:00,2015-03-11 22:00,0,0,0,6.689,0
2015-03-11 23:00,2015-03-11 23:00,0,0,0,6.391,0
2015-03-12 00:00,2015-03-12 00:00,0,0,0,6.531,0
2015-03-12 01:00,2015-03-12 01:00,0,0,0,6.669,0
2015-03-12 02:00,2015-03-12 02:00,0,0,0,6.647,0
2015-03-12 03:00,2015-03-12 03:00,0,0,0,6.680,0
2015-03-12 04:00,2015-03-12 04:00,0,0,0,6.774,0
2015-03-12 05:00,2015-03-12 05:00,0,0,0,6.823,0
2015-03-12 06:00,2015-03-12 06:00,0,0,0,6.795,0
2015-03-12 07:00,2015-03-12 07:00,0.004,0,0.012,7.101,0
2015-03-12 08:00,2015-03-12 08:00,0.057,0.009,0.066,8.160,0
2015-03-12 09:00,2015-03-12 09:00,0.111,0.015,0.120,9.734,0
2015-03-12 10:00,2015-03-12 10:00,0.282,0.113,0.207,11.148,0
2015-03-12 11:00,2015-03-12 11:00,0.328,0.123,0.250,12.068,0
2015-03-12 12:00,2015-03-12 12:00,0.333,0.114,0.265,12.390,0
2015-03-12 13:00,2015-03-12 13:00,0.326,0.111,0.259,12.123,0
2015-03-12 14:00,2015-03-12 14:00,0.320,0.134,0.228,11.213,0
2015-03-12 15:00,2015-03-12 15:00,0.174,0.036,0.165,9.972,0
2015-03-12 16:00,2015-03-12 16:00,0.056,0.003,0.071,8.771,0
2015-03-12 17:00,2015-03-12 17:00,0.005,0,0.015,7.746,0
2015-03-12 18:00,2015-03-12 18:00,0,0,0.001,7.060,0
2015-03-12 19:00,2015-03-12 19:00,0,0,0,6.792,0
2015-03-12 20:00,2015-03-12 20:00,0,0,0,6.534,0
2015-03-12 21:00,2015-03-12 21:00,0,0,0,6.406,0
2015-03-12 22:00,2015-03-12 22:00,0,0,0,6.403,0
2015-03-12 23:00,2015-03-12 23:00,0,0,0,6.385,0
2015-03-13 00:00,2015-03-13 00:00,0,0,0,6.339,0
2015-03-13 01:00,2015-03-13 01:00,0,0,0,6.258,0
2015-03-13 02:00,2015-03-13 02:00,0,0,0,6.003,0
2015-03-13 03:00,2015-03-13 03:00,0,0,0,5.608,0
2015-03-13 04:00,2015-03-13 04:00,0,0,0,5.015,0
2015-03-13 05:00,2015-03-13 05:00,0,0,0,4.266,0
2015-03-13 06:00,2015-03-13 06:00,0,0,0,3.260,0
2015-03-13 07:00,2015-03-13 07:00,0.012,0.007,0.017,2.252,0
2015-03-13 08:00,2015-03-13 08:00,0.016,0,0.029,1.661,0
2015-03-13 09:00,2015-03-13 09:00,0.039,0,0.054,1.853,0
2015-03-13 10:00,2015-03-13 10:00,0.093,0,0.112,2.728,0
2015-03-13 11:00,2015-03-13 11:00,0.137,0.001,0.157,4.067,0
2015-03-13 12:00,2015-03-13 12:00,0.159,0.007,0.175,5.651,0
2015-03-13 13:00,2015-03-13 13:00,0.202,0.015,0.213,6.995,0
2015-03-13 14:00,2015-03-13 14:00,0.189,0.021,0.194,7.753,0
2015-03-13 15:00,2015-03-13 15:00,0.169,0.027,0.167,7.921,0
2015-03-13 16:00,2015-03-13 16:00,0.132,0.043,0.112,7.283,0
2015-03-13 17:00,2015-03-13 17:00,0.062,0.022,0.059,5.710,0
2015-03-13 18:00,2015-03-13 18:00,0,0,0.004,4.116,0
2015-03-13 19:00,2015-03-13 19:00,0,0,0,3.542,0
2015-03-13 20:00,2015-03-13 20:00,0,0,0,3.064,0
2015-03-13 21:00,2015-03-13 21:00,0,0,0,2.637,0
2015-03-13 22:00,2015-03-13 22:00,0,0,0,2.377,0
2015-03-13 23:00,2015-03-13 23:00,0,0,0,2.200,0
2015-03-14 00:00,2015-03-14 00:00,0,0,0,1.988,0
2015-03-14 01:00,2015-03-14 01:00,0,0,0,1.577,0
2015-03-14 02:00,2015-03-14 02:00,0,0,0,0.924,0
2015-03-14 03:00,2015-03-14 03:00,0,0,0,0.412,0
2015-03-14 04:00,2015-03-14 04:00,0,0,0,0.112,0
2015-03-14 05:00,2015-03-14 05:00,0,0,0,-0.147,0
2015-03-14 06:00,2015-03-14 06:00,0,0,0,-0.358,0
2015-03-14 07:00,2015-03-14 07:00,0.018,0.003,0.028,0.835,0
2015-03-14 08:00,2015-03-14 08:00,0.080,0.011,0.088,2.928,0
2015-03-14 09:00,2015-03-14 09:00,0.156,0.044,0.134,4.963,0
2015-03-14 10:00,2015-03-14 10:00,0.302,0.125,0.209,6.259,0
2015-03-14 11:00,2015-03-14 11:00,0.284,0.071,0.246,7.304,0
2015-03-14 12:00,2015-03-14 12:00,0.128,0.028,0.123,7.953,0
2015-03-14 13:00,2015-03-14 13:00,0.063,0,0.082,7.932,0
2015-03-14 14:00,2015-03-14 14:00,0.054,0,0.073,7.716,0
2015-03-14 15:00,2015-03-14 15:00,0.063,0,0.082,7.271,0
2015-03-14 16:00,2015-03-14 16:00,0.079,0.006,0.093,6.563,0
2015-03-14 17:00,2015-03-14 17:00,0.043,0.010,0.050,5.088,0
2015-03-14 18:00,2015-03-14 18:00,0,0.001,0.005,3.314,0
2015-03-14 19:00,2015-03-14 19:00,0,0,0,1.937,0
2015-03-14 20:00,2015-03-14 20:00,0,0,0,0.893,0
2015-03-14 21:00,2015-03-14 21:00,0,0,0,0.716,0
2015-03-14 22:00,2015-03-14 22:00,0,0,0,1.173,0
2015-03-14 23:00,2015-03-14 23:00,0,0,0,1.545,0
2015-03-15 00:00,2015-03-15 00:00,0,0,0,1.679,0
2015-03-15 01:00,2015-03-15 01:00,0,0,0,1.931,0
2015-03-15 02:00,2015-03-15 02:00,0,0,0,2.049,0
2015-03-15 03:00,2015-03-15 03:00,0,0,0,2.193,0
2015-03-15 04:00,2015-03-15 04:00,0,0,0,2.307,0
2015-03-15 05:00,2015-03-15 05:00,0,0,0,2.497,0
2015-03-15 06:00,2015-03-15 06:00,0,0,0,2.712,0
2015-03-15 07:00,2015-03-15 07:00,0.020,0.003,0.030,3.370,0
2015-03-15 08:00,2015-03-15 08:00,0.066,0.007,0.078,4.349,0
2015-03-15 09:00,2015-03-15 09:00,0.102,0.009,0.114,5.320,0
2015-03-15 10:00,2015-03-15 10:00,0.222,0.075,0.174,6.405,0
2015-03-15 11:00,2015-03-15 11:00,0.057,0,0.076,7.378,0
2015-03-15 12:00,2015-03-15 12:00,0.063,0,0.082,8.069,0
2015-03-15 13:00,2015-03-15 13:00,0.045,0,0.063,8.255,0
2015-03-15 14:00,2015-03-15 14:00,0.033,0,0.050,8.116,0
2015-03-15 15:00,2015-03-15 15:00,0.042,0,0.059,7.659,0
2015-03-15 16:00,2015-03-15 16:00,0.052,0,0.070,6.815,0
2015-03-15 17:00,2015-03-15 17:00,0.023,0.001,0.036,5.555,0
2015-03-15 18:00,2015-03-15 18:00,0,0,0.002,4.507,0
2015-03-15 19:00,2015-03-15 19:00,0,0,0,3.937,0
2015-03-15 20:00,2015-03-15 20:00,0,0,0,3.480,0
2015-03-15 21:00,2015-03-15 21:00,0,0,0,3.251,0
2015-03-15 22:00,2015-03-15 22:00,0,0,0,3.074,0
2015-03-15 23:00,2015-03-15 23:00,0,0,0,2.835,0
2015-03-16 00:00,2015-03-16 00:00,0,0,0,2.666,0
2015-03-16 01:00,2015-03-16 01:00,0,0,0,2.489,0
2015-03-16 02:00,2015-03-16 02:00,0,0,0,2.492,0
2015-03-16 03:00,2015-03-16 03:00,0,0,0,2.632,0
2015-03-16 04:00,2015-03-16 04:00,0,0,0,2.774,0
2015-03-16 05:00,2015-03-16 05:00,0,0,0,2.856,0
2015-03-16 06:00,2015-03-16 06:00,0,0,0,2.998,0
2015-03-16 07:00,2015-03-16 07:00,0.023,0.005,0.032,3.556,0
2015-03-16 08:00,2015-03-16 08:00,0.048,0.002,0.064,4.040,0
2015-03-16 09:00,2015-03-16 09:00,0.040,0,0.056,4.696,0
2015-03-16 10:00,2015-03-16 10:00,0.051,0,0.068,5.718,0
2015-03-16 11:00,2015-03-16 11:00,0.101,0,0.122,6.584,0
2015-03-16 12:00,2015-03-16 12:00,0.103,0.007,0.118,6.896,0
2015-03-16 13:00,2015-03-16 13:00,0.252,0.036,0.246,7.086,0
2015-03-16 14:00,2015-03-16 14:00,0.134,0.006,0.151,7.031,0
2015-03-16 15:00,2015-03-16 15:00,0.078,0.003,0.095,6.653,0
2015-03-16 16:00,2015-03-16 16:00,0.145,0.055,0.113,6.041,0
2015-03-16 17:00,2015-03-16 17:00,0.063,0.022,0.059,4.866,0
2015-03-16 18:00,2015-03-16 18:00,0,0,0.001,3.992,0
2015-03-16 19:00,2015-03-16 19:00,0,0,0,3.828,0
2015-03-16 20:00,2015-03-16 20:00,0,0,0,3.697,0
2015-03-16 21:00,2015-03-16 21:00,0,0,0,3.458,0
2015-03-16 22:00,2015-03-16 22:00,0,0,0,3.016,0
2015-03-16 23:00,2015-03-16 23:00,0,0,0,2.485,0
2015-03-17 00:00,2015-03-17 00:00,0,0,0,1.992,0
2015-03-17 01:00,2015-03-17 01:00,0,0,0,1.704,0
2015-03-17 02:00,2015-03-17 02:00,0,0,0,1.813,0
2015-03-17 03:00,2015-03-17 03:00,0,0,0,2.005,0
2015-03-17 04:00,2015-03-17 04:00,0,0,0,2.063,0
2015-03-17 05:00,2015-03-17 05:00,0,0,0,1.991,0
2015-03-17 06:00,2015-03-17 06:00,0,0,0.002,1.891,0
2015-03-17 07:00,2015-03-17 07:00,0.042,0.016,0.042,2.155,0
2015-03-17 08:00,2015-03-17 08:00,0.136,0.046,0.110,2.933,0
2015-03-17 09:00,2015-03-17 09:00,0.201,0.054,0.171,4.133,0
2015-03-17 10:00,2015-03-17 10:00,0.505,0.393,0.173,6.157,0
2015-03-17 11:00,2015-03-17 11:00,0.516,0.353,0.230,7.840,0
2015-03-17 12:00,2015-03-17 12:00,0.413,0.186,0.278,8.824,0
2015-03-17 13:00,2015-03-17 13:00,0.356,0.131,0.269,9.347,0
2015-03-17 14:00,2015-03-17 14:00,0.344,0.154,0.233,9.663,0
2015-03-17 15:00,2015-03-17 15:00,0.360,0.215,0.189,9.577,0
2015-03-17 16:00,2015-03-17 16:00,0.256,0.158,0.130,8.845,0
2015-03-17 17:00,2015-03-17 17:00,0.090,0.040,0.070,6.299,0
2015-03-17 18:00,2015-03-17 18:00,0.001,0.001,0.006,4.263,0
2015-03-17 19:00,2015-03-17 19:00,0,0,0,3.483,0
2015-03-17 20:00,2015-03-17 20:00,0,0,0,2.794,0
2015-03-17 21:00,2015-03-17 21:00,0,0,0,2.156,0
2015-03-17 22:00,2015-03-17 22:00,0,0,0,1.616,0
2015-03-17 23:00,2015-03-17 23:00,0,0,0,1.151,0
2015-03-18 00:00,2015-03-18 00:00,0,0,0,0.643,0
2015-03-18 01:00,2015-03-18 01:00,0,0,0,0.367,0
2015-03-18 02:00,2015-03-18 02:00,0,0,0,0.399,0
2015-03-18 03:00,2015-03-18 03:00,0,0,0,0.407,0
2015-03-18 04:00,2015-03-18 04:00,0,0,0,0.459,0
2015-03-18 05:00,2015-03-18 05:00,0,0,0,0.521,0
2015-03-18 06:00,2015-03-18 06:00,0,0,0.003,0.701,0
2015-03-18 07:00,2015-03-18 07:00,0.063,0.036,0.045,1.111,0
2015-03-18 08:00,2015-03-18 08:00,0.213,0.128,0.107,2.029,0
2015-03-18 09:00,2015-03-18 09:00,0.311,0.171,0.170,4.115,0
2015-03-18 10:00,2015-03-18 10:00,0.552,0.464,0.160,6.771,0
2015-03-18 11:00,2015-03-18 11:00,0.704,0.691,0.139,8.614,0
2015-03-18 12:00,2015-03-18 12:00,0.737,0.735,0.146,9.668,0
2015-03-18 13:00,2015-03-18 13:00,0.677,0.627,0.173,10.275,0
2015-03-18 14:00,2015-03-18 14:00,0.483,0.326,0.224,10.460,0
2015-03-18 15:00,2015-03-18 15:00,0.341,0.187,0.197,10.150,0
2015-03-18 16:00,2015-03-18 16:00,0.215,0.089,0.156,9.158,1
2015-03-18 17:00,2015-03-18 17:00,0.098,0.023,0.095,6.226,1
2015-03-18 18:00,2015-03-18 18:00,0.002,0.001,0.008,3.853,0
2015-03-18 19:00,2015-03-18 19:00,0,0,0,3.100,0
2015-03-18 20:00,2015-03-18 20:00,0,0,0,2.446,0
2015-03-18 21:00,2015-03-18 21:00,0,0,0,1.958,0
2015-03-18 22:00,2015-03-18 22:00,0,0,0,1.203,0
2015-03-18 23:00,2015-03-18 23:00,0,0,0,0.614,0
2015-03-19 00:00,2015-03-19 00:00,0,0,0,0.458,0
2015-03-19 01:00,2015-03-19 01:00,0,0,0,0.875,0
2015-03-19 02:00,2015-03-19 02:00,0,0,0,1.752,0
2015-03-19 03:00,2015-03-19 03:00,0,0,0,2.472,0
2015-03-19 04:00,2015-03-19 04:00,0,0,0,2.522,0
2015-03-19 05:00,2015-03-19 05:00,0,0,0,2.536,0
2015-03-19 06:00,2015-03-19 06:00,0,0,0.002,2.589,0
2015-03-19 07:00,2015-03-19 07:00,0.023,0.002,0.036,3.069,0
2015-03-19 08:00,2015-03-19 08:00,0.065,0.002,0.081,3.809,0
2015-03-19 09:00,2015-03-19 09:00,0.067,0,0.085,4.669,0
2015-03-19 10:00,2015-03-19 10:00,0.086,0,0.106,5.438,0
2015-03-19 11:00,2015-03-19 11:00,0.144,0.001,0.166,6.359,0
2015-03-19 12:00,2015-03-19 12:00,0.192,0.015,0.203,7.559,0
2015-03-19 13:00,2015-03-19 13:00,0.280,0.053,0.261,8.966,0
2015-03-19 14:00,2015-03-19 14:00,0.209,0.027,0.211,9.613,0
2015-03-19 15:00,2015-03-19 15:00,0.151,0.013,0.164,9.540,0
2015-03-19 16:00,2015-03-19 16:00,0.112,0.014,0.120,8.821,0
2015-03-19 17:00,2015-03-19 17:00,0.043,0.004,0.056,6.401,0
2015-03-19 18:00,2015-03-19 18:00,0,0,0.006,3.919,0
2015-03-19 19:00,2015-03-19 19:00,0,0,0,3.294,0
2015-03-19 20:00,2015-03-19 20:00,0,0,0,2.946,0
2015-03-19 21:00,2015-03-19 21:00,0,0,0,2.732,0
2015-03-19 22:00,2015-03-19 22:00,0,0,0,2.314,0
2015-03-19 23:00,2015-03-19 23:00,0,0,0,1.669,0
2015-03-20 00:00,2015-03-20 00:00,0,0,0,1.254,0
2015-03-20 01:00,2015-03-20 01:00,0,0,0,1.310,0
2015-03-20 02:00,2015-03-20 02:00,0,0,0,1.435,0
2015-03-20 03:00,2015-03-20 03:00,0,0,0,1.565,0
2015-03-20 04:00,2015-03-20 04:00,0,0,0,1.734,0
2015-03-20 05:00,2015-03-20 05:00,0,0,0,1.838,0
2015-03-20 06:00,2015-03-20 06:00,0.001,0.003,0.004,1.901,0
2015-03-20 07:00,2015-03-20 07:00,0.088,0.064,0.044,3.063,0
2015-03-20 08:00,2015-03-20 08:00,0.277,0.215,0.091,5.012,0
2015-03-20 09:00,2015-03-20 09:00,0.520,0.504,0.083,7.414,0
2015-03-20 10:00,2015-03-20 10:00,0.585,0.525,0.149,9.330,0
2015-03-20 11:00,2015-03-20 11:00,0.757,0.820,0.096,10.894,0
2015-03-20 12:00,2015-03-20 12:00,0.805,0.908,0.085,11.989,0
2015-03-20 13:00,2015-03-20 13:00,0.770,0.846,0.099,12.633,0
2015-03-20 14:00,2015-03-20 14:00,0.666,0.674,0.123,12.795,0
2015-03-20 15:00,2015-03-20 15:00,0.531,0.497,0.120,12.510,0
2015-03-20 16:00,2015-03-20 16:00,0.326,0.254,0.115,11.584,0
2015-03-20 17:00,2015-03-20 17:00,0.126,0.077,0.074,9.668,0
2015-03-20 18:00,2015-03-20 18:00,0.003,0.002,0.009,8.031,0
2015-03-20 19:00,2015-03-20 19:00,0,0,0,7.403,0
2015-03-20 20:00,2015-03-20 20:00,0,0,0,6.421,0
2015-03-20 21:00,2015-03-20 21:00,0,0,0,5.324,0
2015-03-20 22:00,2015-03-20 22:00,0,0,0,4.475,0
2015-03-20 23:00,2015-03-20 23:00,0,0,0,3.824,0
2015-03-21 00:00,2015-03-21 00:00,0,0,0,3.837,0
2015-03-21 01:00,2015-03-21 01:00,0,0,0,3.944,0
2015-03-21 02:00,2015-03-21 02:00,0,0,0,4.134,0
2015-03-21 03:00,2015-03-21 03:00,0,0,0,4.204,0
2015-03-21 04:00,2015-03-21 04:00,0,0,0,4.112,0
2015-03-21 05:00,2015-03-21 05:00,0,0,0,4.044,0
2015-03-21 06:00,2015-03-21 06:00,0.001,0.003,0.005,3.931,0
2015-03-21 07:00,2015-03-21 07:00,0.075,0.046,0.048,4.204,0
2015-03-21 08:00,2015-03-21 08:00,0.255,0.181,0.101,5.297,0
2015-03-21 09:00,2015-03-21 09:00,0.335,0.227,0.144,6.874,0
2015-03-21 10:00,2015-03-21 10:00,0.128,0.008,0.143,8.023,0
2015-03-21 11:00,2015-03-21 11:00,0.146,0.015,0.156,8.842,0
2015-03-21 12:00,2015-03-21 12:00,0.387,0.155,0.281,9.473,0
2015-03-21 13:00,2015-03-21 13:00,0.596,0.461,0.229,9.775,0
2015-03-21 14:00,2015-03-21 14:00,0.456,0.282,0.235,9.749,0
2015-03-21 15:00,2015-03-21 15:00,0.447,0.333,0.172,9.415,0
2015-03-21 16:00,2015-03-21 16:00,0.284,0.185,0.134,8.589,0
2015-03-21 17:00,2015-03-21 17:00,0.067,0.016,0.071,6.616,0
2015-03-21 18:00,2015-03-21 18:00,0.001,0,0.006,4.189,0
2015-03-21 19:00,2015-03-21 19:00,0,0,0,3.567,0
2015-03-21 20:00,2015-03-21 20:00,0,0,0,2.965,0
2015-03-21 21:00,2015-03-21 21:00,0,0,0,2.731,0
2015-03-21 22:00,2015-03-21 22:00,0,0,0,2.713,0
2015-03-21 23:00,2015-03-21 23:00,0,0,0,2.535,0
2015-03-22 00:00,2015-03-22 00:00,0,0,0,2.190,0
2015-03-22 01:00,2015-03-22 01:00,0,0,0,2.083,0
2015-03-22 02:00,2015-03-22 02:00,0,0,0,2.056,0
2015-03-22 03:00,2015-03-22 03:00,0,0,0,1.890,0
2015-03-22 04:00,2015-03-22 04:00,0,0,0,1.643,0
2015-03-22 05:00,2015-03-22 05:00,0,0,0,1.323,0
2015-03-22 06:00,2015-03-22 06:00,0,0,0.004,1.500,0
2015-03-22 07:00,2015-03-22 07:00,0.036,0.005,0.047,2.814,0
2015-03-22 08:00,2015-03-22 08:00,0.096,0.010,0.106,3.966,0
2015-03-22 09:00,2015-03-22 09:00,0.123,0.007,0.137,5.310,0
2015-03-22 10:00,2015-03-22 10:00,0.209,0.028,0.208,6.554,0
2015-03-22 11:00,2015-03-22 11:00,0.375,0.137,0.282,7.529,0
2015-03-22 12:00,2015-03-22 12:00,0.595,0.446,0.237,8.241,0
2015-03-22 13:00,2015-03-22 13:00,0.757,0.773,0.130,8.647,0
2015-03-22 14:00,2015-03-22 14:00,0.673,0.655,0.133,8.750,0
2015-03-22 15:00,2015-03-22 15:00,0.521,0.454,0.138,8.607,0
2015-03-22 16:00,2015-03-22 16:00,0.336,0.259,0.117,8.164,0
2015-03-22 17:00,2015-03-22 17:00,0.138,0.084,0.077,6.841,0
2015-03-22 18:00,2015-03-22 18:00,0.004,0.002,0.011,5.011,0
2015-03-22 19:00,2015-03-22 19:00,0,0,0,3.598,0
2015-03-22 20:00,2015-03-22 20:00,0,0,0,2.198,0
2015-03-22 21:00,2015-03-22 21:00,0,0,0,1.366,0
