# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.897, -2.050 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""51.89708930387609"""," ""lon"": ""-2.050085593066383"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,,,,,,,,,,,,,
10/10/2019 13:00,10/10/2019 14:00,0.233,0.071,0.199,14.442,,,,,,,,,,,,,
10/10/2019 14:00,10/10/2019 15:00,0.122,0.021,0.128,14.25,,,,,,,,,,,,,
10/10/2019 15:00,10/10/2019 16:00,0.123,0.034,0.116,14.36,,,,,,,,,,,,,
10/10/2019 16:00,10/10/2019 17:00,0.067,0.025,0.065,14.221,,,,,,,,,,,,,
10/10/2019 17:00,10/10/2019 18:00,0.002,0.002,0.008,13.664,,,,,,,,,,,,,
10/10/2019 18:00,10/10/2019 19:00,0,0,0,13.388,,,,,,,,,,,,,
10/10/2019 19:00,10/10/2019 20:00,0,0,0,13.474,,,,,,,,,,,,,
10/10/2019 20:00,10/10/2019 21:00,0,0,0,13.764,,,,,,,,,,,,,
10/10/2019 21:00,10/10/2019 22:00,0,0,0,14.023,,,,,,,,,,,,,
10/10/2019 22:00,10/10/2019 23:00,0,0,0,14.113,,,,,,,,,,,,,
10/10/2019 23:00,11/10/2019 00:00,0,0,0,14.008,,,,,,,,,,,,,
11/10/2019 00:00,11/10/2019 01:00,0,0,0,13.783,,,,,,,,,,,,,
11/10/2019 01:00,11/10/2019 02:00,0,0,0,13.478,,,,,,,,,,,,,
11/10/2019 02:00,11/10/2019 03:00,0,0,0,13.09,,,,,,,,,,,,,
11/10/2019 03:00,11/10/2019 04:00,0,0,0,12.793,,,,,,,,,,,,,
11/10/2019 04:00,11/10/2019 05:00,0,0,0,12.668,,,,,,,,,,,,,
11/10/2019 05:00,11/10/2019 06:00,0,0,0,12.568,,,,,,,,,,,,,
11/10/2019 06:00,11/10/2019 07:00,0,0,0.001,12.543,,,,,,,,,,,,,
11/10/2019 07:00,11/10/2019 08:00,0.015,0.002,0.026,12.802,,,,,,,,,,,,,
11/10/2019 08:00,11/10/2019 09:00,0.037,0.003,0.052,13.387,,,,,,,,,,,,,
11/10/2019 09:00,11/10/2019 10:00,0.064,0.004,0.081,13.977,,,,,,,,,,,,,
11/10/2019 10:00,11/10/2019 11:00,0.134,0.014,0.148,14.763,,,,,,,,,,,,,
11/10/2019 11:00,11/10/2019 12:00,0.112,0.008,0.13,15.27,,,,,,,,,,,,,
11/10/2019 12:00,11/10/2019 13:00,0.088,0.005,0.107,15.453,,,,,,,,,,,,,
11/10/2019 13:00,11/10/2019 14:00,0.074,0.004,0.093,15.476,,,,,,,,,,,,,
11/10/2019 14:00,11/10/2019 15:00,0.054,0.003,0.072,15.255,,,,,,,,,,,,,
11/10/2019 15:00,11/10/2019 16:00,0.035,0.002,0.051,14.714,,,,,,,,,,,,,
11/10/2019 16:00,11/10/2019 17:00,0.017,0.002,0.03,13.852,,,,,,,,,,,,,
11/10/2019 17:00,11/10/2019 18:00,0,0,0.003,12.637,,,,,,,,,,,,,
11/10/2019 18:00,11/10/2019 19:00,0,0,0,11.735,,,,,,,,,,,,,
11/10/2019 19:00,11/10/2019 20:00,0,0,0,11.256,,,,,,,,,,,,,
11/10/2019 20:00,11/10/2019 21:00,0,0,0,10.968,,,,,,,,,,,,,
11/10/2019 21:00,11/10/2019 22:00,0,0,0,10.744,,,,,,,,,,,,,
11/10/2019 22:00,11/10/2019 23:00,0,0,0,10.367,,,,,,,,,,,,,
11/10/2019 23:00,12/10/2019 00:00,0,0,0,9.923,,,,,,,,,,,,,
12/10/2019 00:00,12/10/2019 01:00,0,0,0,9.775,,,,,,,,,,,,,
12/10/2019 01:00,12/10/2019 02:00,0,0,0,9.625,,,,,,,,,,,,,
12/10/2019 02:00,12/10/2019 03:00,0,0,0,9.597,,,,,,,,,,,,,
12/10/2019 03:00,12/10/2019 04:00,0,0,0,9.551,,,,,,,,,,,,,
12/10/2019 04:00,12/10/2019 05:00,0,0,0,9.46,,,,,,,,,,,,,
12/10/2019 05:00,12/10/2019 06:00,0,0,0,9.407,,,,,,,,,,,,,
12/10/2019 06:00,12/10/2019 07:00,0,0,0.001,9.351,,,,,,,,,,,,,
12/10/2019 07:00,12/10/2019 08:00,0.012,0.002,0.022,9.607,,,,,,,,,,,,,
12/10/2019 08:00,12/10/2019 09:00,0.047,0.005,0.061,10.141,,,,,,,,,,,,,
12/10/2019 09:00,12/10/2019 10:00,0.124,0.021,0.128,11.007,,,,,,,,,,,,,
12/10/2019 10:00,12/10/2019 11:00,0.24,0.08,0.195,12.129,,,,,,,,,,,,,
12/10/2019 11:00,12/10/2019 12:00,0.389,0.228,0.218,13.255,,,,,,,,,,,,,
12/10/2019 12:00,12/10/2019 13:00,0.535,0.438,0.19,14.213,,,,,,,,,,,,,
12/10/2019 13:00,12/10/2019 14:00,0.311,0.148,0.21,14.401,,,,,,,,,,,,,
12/10/2019 14:00,12/10/2019 15:00,0.149,0.03,0.148,14.006,,,,,,,,,,,,,
12/10/2019 15:00,12/10/2019 16:00,0.043,0.004,0.058,13.155,,,,,,,,,,,,,
12/10/2019 16:00,12/10/2019 17:00,0.011,0.001,0.022,12.15,,,,,,,,,,,,,
12/10/2019 17:00,12/10/2019 18:00,0,0,0.002,11.138,,,,,,,,,,,,,
12/10/2019 18:00,12/10/2019 19:00,0,0,0,10.621,,,,,,,,,,,,,
12/10/2019 19:00,12/10/2019 20:00,0,0,0,10.28,,,,,,,,,,,,,
12/10/2019 20:00,12/10/2019 21:00,0,0,0,10.074,,,,,,,,,,,,,
12/10/2019 21:00,12/10/2019 22:00,0,0,0,9.89,,,,,,,,,,,,,
12/10/2019 22:00,12/10/2019 23:00,0,0,0,9.613,,,,,,,,,,,,,
12/10/2019 23:00,13/10/2019 00:00,0,0,0,9.351,,,,,,,,,,,,,
13/10/2019 00:00,13/10/2019 01:00,0,0,0,9.119,,,,,,,,,,,,,
13/10/2019 01:00,13/10/2019 02:00,0,0,0,9.09,,,,,,,,,,,,,
13/10/2019 02:00,13/10/2019 03:00,0,0,0,9.179,,,,,,,,,,,,,
13/10/2019 03:00,13/10/2019 04:00,0,0,0,9.339,,,,,,,,,,,,,
13/10/2019 04:00,13/10/2019 05:00,0,0,0,9.528,,,,,,,,,,,,,
13/10/2019 05:00,13/10/2019 06:00,0,0,0,10.042,,,,,,,,,,,,,
13/10/2019 06:00,13/10/2019 07:00,0,0,0,11.117,,,,,,,,,,,,,
13/10/2019 07:00,13/10/2019 08:00,0.001,0,0.008,12.505,,,,,,,,,,,,,
13/10/2019 08:00,13/10/2019 09:00,0.016,0.001,0.029,13.423,,,,,,,,,,,,,
13/10/2019 09:00,13/10/2019 10:00,0.037,0.002,0.054,13.847,,,,,,,,,,,,,
13/10/2019 10:00,13/10/2019 11:00,0.074,0.005,0.091,13.381,,,,,,,,,,,,,
13/10/2019 11:00,13/10/2019 12:00,0.156,0.02,0.164,12.668,,,,,,,,,,,,,
13/10/2019 12:00,13/10/2019 13:00,0.198,0.036,0.193,12.32,,,,,,,,,,,,,
13/10/2019 13:00,13/10/2019 14:00,0.158,0.025,0.161,12.325,,,,,,,,,,,,,
13/10/2019 14:00,13/10/2019 15:00,0.176,0.044,0.162,12.728,,,,,,,,,,,,,
13/10/2019 15:00,13/10/2019 16:00,0.145,0.049,0.124,12.959,,,,,,,,,,,,,
13/10/2019 16:00,13/10/2019 17:00,0.072,0.029,0.065,12.529,,,,,,,,,,,,,
13/10/2019 17:00,13/10/2019 18:00,0.001,0.001,0.006,11.254,,,,,,,,,,,,,
13/10/2019 18:00,13/10/2019 19:00,0,0,0,9.837,,,,,,,,,,,,,
13/10/2019 19:00,13/10/2019 20:00,0,0,0,8.401,,,,,,,,,,,,,
13/10/2019 20:00,13/10/2019 21:00,0,0,0,7.542,,,,,,,,,,,,,
13/10/2019 21:00,13/10/2019 22:00,0,0,0,7.474,,,,,,,,,,,,,
13/10/2019 22:00,13/10/2019 23:00,0,0,0,7.683,,,,,,,,,,,,,
13/10/2019 23:00,14/10/2019 00:00,0,0,0,7.67,,,,,,,,,,,,,
14/10/2019 00:00,14/10/2019 01:00,0,0,0,7.629,,,,,,,,,,,,,
14/10/2019 01:00,14/10/2019 02:00,0,0,0,7.87,,,,,,,,,,,,,
14/10/2019 02:00,14/10/2019 03:00,0,0,0,8.109,,,,,,,,,,,,,
14/10/2019 03:00,14/10/2019 04:00,0,0,0,8.222,,,,,,,,,,,,,
14/10/2019 04:00,14/10/2019 05:00,0,0,0,8.253,,,,,,,,,,,,,
14/10/2019 05:00,14/10/2019 06:00,0,0,0,8.351,,,,,,,,,,,,,
14/10/2019 06:00,14/10/2019 07:00,0,0,0,8.535,,,,,,,,,,,,,
14/10/2019 07:00,14/10/2019 08:00,0.008,0.001,0.017,9.125,,,,,,,,,,,,,
14/10/2019 08:00,14/10/2019 09:00,0.027,0.002,0.041,9.793,,,,,,,,,,,,,
14/10/2019 09:00,14/10/2019 10:00,0.067,0.005,0.083,10.541,,,,,,,,,,,,,
14/10/2019 10:00,14/10/2019 11:00,0.137,0.018,0.146,11.435,,,,,,,,,,,,,
14/10/2019 11:00,14/10/2019 12:00,0.224,0.051,0.206,11.803,,,,,,,,,,,,,
14/10/2019 12:00,14/10/2019 13:00,0.208,0.041,0.199,11.79,,,,,,,,,,,,,
14/10/2019 13:00,14/10/2019 14:00,0.114,0.011,0.128,11.383,,,,,,,,,,,,,
14/10/2019 14:00,14/10/2019 15:00,0.08,0.006,0.095,10.927,,,,,,,,,,,,,
14/10/2019 15:00,14/10/2019 16:00,0.052,0.004,0.067,10.479,,,,,,,,,,,,,
14/10/2019 16:00,14/10/2019 17:00,0.015,0.002,0.027,10.003,,,,,,,,,,,,,
14/10/2019 17:00,14/10/2019 18:00,0,0,0.002,9.561,,,,,,,,,,,,,
14/10/2019 18:00,14/10/2019 19:00,0,0,0,9.417,,,,,,,,,,,,,
14/10/2019 19:00,14/10/2019 20:00,0,0,0,9.141,,,,,,,,,,,,,
14/10/2019 20:00,14/10/2019 21:00,0,0,0,8.731,,,,,,,,,,,,,
14/10/2019 21:00,14/10/2019 22:00,0,0,0,8.356,,,,,,,,,,,,,
14/10/2019 22:00,14/10/2019 23:00,0,0,0,7.964,,,,,,,,,,,,,
14/10/2019 23:00,15/10/2019 00:00,0,0,0,7.682,,,,,,,,,,,,,
15/10/2019 00:00,15/10/2019 01:00,0,0,0,7.469,,,,,,,,,,,,,
15/10/2019 01:00,15/10/2019 02:00,0,0,0,7.254,,,,,,,,,,,,,
15/10/2019 02:00,15/10/2019 03:00,0,0,0,7.089,,,,,,,,,,,,,
15/10/2019 03:00,15/10/2019 04:00,0,0,0,7.163,,,,,,,,,,,,,
15/10/2019 04:00,15/10/2019 05:00,0,0,0,7.158,,,,,,,,,,,,,
15/10/2019 05:00,15/10/2019 06:00,0,0,0,6.999,,,,,,,,,,,,,
15/10/2019 06:00,15/10/2019 07:00,0,0,0,7.045,,,,,,,,,,,,,
15/10/2019 07:00,15/10/2019 08:00,0.018,0.004,0.027,7.891,,,,,,,,,,,,,
15/10/2019 08:00,15/10/2019 09:00,0.082,0.02,0.083,8.933,,,,,,,,,,,,,
15/10/2019 09:00,15/10/2019 10:00,0.21,0.09,0.15,10.251,,,,,,,,,,,,,
15/10/2019 10:00,15/10/2019 11:00,0.303,0.159,0.185,11.586,,,,,,,,,,,,,
15/10/2019 11:00,15/10/2019 12:00,0.363,0.213,0.201,12.644,,,,,,,,,,,,,
15/10/2019 12:00,15/10/2019 13:00,0.426,0.296,0.194,13.484,,,,,,,,,,,,,
15/10/2019 13:00,15/10/2019 14:00,0.412,0.3,0.175,14.1,,,,,,,,,,,,,
15/10/2019 14:00,15/10/2019 15:00,0.388,0.305,0.142,14.427,,,,,,,,,,,,,
15/10/2019 15:00,15/10/2019 16:00,0.201,0.119,0.115,14.134,,,,,,,,,,,,,
15/10/2019 16:00,15/10/2019 17:00,0.067,0.033,0.056,12.872,,,,,,,,,,,,,
15/10/2019 17:00,15/10/2019 18:00,0,0.001,0.004,10.796,,,,,,,,,,,,,
15/10/2019 18:00,15/10/2019 19:00,0,0,0,10.248,,,,,,,,,,,,,
15/10/2019 19:00,15/10/2019 20:00,0,0,0,9.678,,,,,,,,,,,,,
15/10/2019 20:00,15/10/2019 21:00,0,0,0,8.553,,,,,,,,,,,,,
15/10/2019 21:00,15/10/2019 22:00,0,0,0,8.235,,,,,,,,,,,,,
15/10/2019 22:00,15/10/2019 23:00,0,0,0,8.766,,,,,,,,,,,,,
15/10/2019 23:00,16/10/2019 00:00,0,0,0,9.235,,,,,,,,,,,,,
16/10/2019 00:00,16/10/2019 01:00,0,0,0,9.523,,,,,,,,,,,,,
16/10/2019 01:00,16/10/2019 02:00,0,0,0,9.987,,,,,,,,,,,,,
16/10/2019 02:00,16/10/2019 03:00,0,0,0,10.581,,,,,,,,,,,,,
16/10/2019 03:00,16/10/2019 04:00,0,0,0,11.247,,,,,,,,,,,,,
16/10/2019 04:00,16/10/2019 05:00,0,0,0,12.122,,,,,,,,,,,,,
16/10/2019 05:00,16/10/2019 06:00,0,0,0,12.485,,,,,,,,,,,,,
16/10/2019 06:00,16/10/2019 07:00,0,0,0,12.484,,,,,,,,,,,,,
16/10/2019 07:00,16/10/2019 08:00,0.016,0.005,0.025,12.228,,,,,,,,,,,,,
16/10/2019 08:00,16/10/2019 09:00,0.128,0.061,0.093,11.85,,,,,,,,,,,,,
16/10/2019 09:00,16/10/2019 10:00,0.364,0.293,0.121,11.852,,,,,,,,,,,,,
16/10/2019 10:00,16/10/2019 11:00,0.494,0.44,0.131,12.453,,,,,,,,,,,,,
16/10/2019 11:00,16/10/2019 12:00,0.491,0.411,0.158,13.043,,,,,,,,,,,,,
16/10/2019 12:00,16/10/2019 13:00,0.458,0.362,0.168,13.367,,,,,,,,,,,,,
16/10/2019 13:00,16/10/2019 14:00,0.539,0.506,0.125,13.739,,,,,,,,,,,,,
16/10/2019 14:00,16/10/2019 15:00,0.544,0.555,0.083,13.822,,,,,,,,,,,,,
16/10/2019 15:00,16/10/2019 16:00,0.381,0.365,0.072,13.316,,,,,,,,,,,,,
16/10/2019 16:00,16/10/2019 17:00,0.161,0.138,0.05,11.414,,,,,,,,,,,,,
16/10/2019 17:00,16/10/2019 18:00,0.001,0.003,0.004,8.497,,,,,,,,,,,,,
16/10/2019 18:00,16/10/2019 19:00,0,0,0,7.523,,,,,,,,,,,,,
16/10/2019 19:00,16/10/2019 20:00,0,0,0,6.93,,,,,,,,,,,,,
16/10/2019 20:00,16/10/2019 21:00,0,0,0,6.426,,,,,,,,,,,,,
16/10/2019 21:00,16/10/2019 22:00,0,0,0,6.033,,,,,,,,,,,,,
16/10/2019 22:00,16/10/2019 23:00,0,0,0,5.73,,,,,,,,,,,,,
16/10/2019 23:00,17/10/2019 00:00,0,0,0,5.511,,,,,,,,,,,,,
17/10/2019 00:00,17/10/2019 01:00,0,0,0,5.332,,,,,,,,,,,,,
17/10/2019 01:00,17/10/2019 02:00,0,0,0,5.168,,,,,,,,,,,,,
17/10/2019 02:00,17/10/2019 03:00,0,0,0,4.979,,,,,,,,,,,,,
17/10/2019 03:00,17/10/2019 04:00,0,0,0,4.829,,,,,,,,,,,,,
17/10/2019 04:00,17/10/2019 05:00,0,0,0,5.118,,,,,,,,,,,,,
17/10/2019 05:00,17/10/2019 06:00,0,0,0,5.77,,,,,,,,,,,,,
17/10/2019 06:00,17/10/2019 07:00,0,0,0,6.137,,,,,,,,,,,,,
17/10/2019 07:00,17/10/2019 08:00,0.022,0.007,0.029,6.85,,,,,,,,,,,,,
17/10/2019 08:00,17/10/2019 09:00,0.135,0.064,0.095,8.602,,,,,,,,,,,,,
17/10/2019 09:00,17/10/2019 10:00,0.362,0.282,0.127,10.558,,,,,,,,,,,,,
17/10/2019 10:00,17/10/2019 11:00,0.467,0.391,0.147,12.439,,,,,,,,,,,,,
17/10/2019 11:00,17/10/2019 12:00,0.421,0.298,0.185,13.182,,,,,,,,,,,,,
17/10/2019 12:00,17/10/2019 13:00,0.349,0.198,0.202,13.421,,,,,,,,,,,,,
17/10/2019 13:00,17/10/2019 14:00,0.254,0.106,0.187,13.372,,,,,,,,,,,,,
17/10/2019 14:00,17/10/2019 15:00,0.165,0.051,0.143,13.094,,,,,,,,,,,,,
17/10/2019 15:00,17/10/2019 16:00,0.115,0.039,0.102,12.701,,,,,,,,,,,,,
17/10/2019 16:00,17/10/2019 17:00,0.062,0.03,0.052,11.984,,,,,,,,,,,,,
17/10/2019 17:00,17/10/2019 18:00,0,0.001,0.003,10.935,,,,,,,,,,,,,
17/10/2019 18:00,17/10/2019 19:00,0,0,0,10.214,,,,,,,,,,,,,
17/10/2019 19:00,17/10/2019 20:00,0,0,0,9.846,,,,,,,,,,,,,
17/10/2019 20:00,17/10/2019 21:00,0,0,0,9.794,,,,,,,,,,,,,
17/10/2019 21:00,17/10/2019 22:00,0,0,0,9.731,,,,,,,,,,,,,
17/10/2019 22:00,17/10/2019 23:00,0,0,0,9.961,,,,,,,,,,,,,
17/10/2019 23:00,18/10/2019 00:00,0,0,0,10.158,,,,,,,,,,,,,
18/10/2019 00:00,18/10/2019 01:00,0,0,0,10.368,,,,,,,,,,,,,
18/10/2019 01:00,18/10/2019 02:00,0,0,0,10.596,,,,,,,,,,,,,
18/10/2019 02:00,18/10/2019 03:00,0,0,0,10.196,,,,,,,,,,,,,
18/10/2019 03:00,18/10/2019 04:00,0,0,0,9.196,,,,,,,,,,,,,
18/10/2019 04:00,18/10/2019 05:00,0,0,0,8.548,,,,,,,,,,,,,
18/10/2019 05:00,18/10/2019 06:00,0,0,0,8.105,,,,,,,,,,,,,
18/10/2019 06:00,18/10/2019 07:00,0,0,0,7.759,,,,,,,,,,,,,
18/10/2019 07:00,18/10/2019 08:00,0.013,0.003,0.023,8.073,,,,,,,,,,,,,
18/10/2019 08:00,18/10/2019 09:00,0.055,0.009,0.066,8.874,,,,,,,,,,,,,
18/10/2019 09:00,18/10/2019 10:00,0.149,0.039,0.137,10.107,,,,,,,,,,,,,
18/10/2019 10:00,18/10/2019 11:00,0.212,0.065,0.179,11.397,,,,,,,,,,,,,
18/10/2019 11:00,18/10/2019 12:00,0.235,0.071,0.199,12.121,,,,,,,,,,,,,
18/10/2019 12:00,18/10/2019 13:00,0.213,0.053,0.193,12.361,,,,,,,,,,,,,
18/10/2019 13:00,18/10/2019 14:00,0.135,0.02,0.142,12.174,,,,,,,,,,,,,
18/10/2019 14:00,18/10/2019 15:00,0.107,0.016,0.116,11.956,,,,,,,,,,,,,
18/10/2019 15:00,18/10/2019 16:00,0.075,0.013,0.084,11.741,,,,,,,,,,,,,
18/10/2019 16:00,18/10/2019 17:00,0.026,0.006,0.036,11.357,,,,,,,,,,,,,
18/10/2019 17:00,18/10/2019 18:00,0,0,0.001,10.814,,,,,,,,,,,,,
18/10/2019 18:00,18/10/2019 19:00,0,0,0,10.423,,,,,,,,,,,,,
18/10/2019 19:00,18/10/2019 20:00,0,0,0,10.027,,,,,,,,,,,,,
18/10/2019 20:00,18/10/2019 21:00,0,0,0,9.621,,,,,,,,,,,,,
18/10/2019 21:00,18/10/2019 22:00,0,0,0,9.283,,,,,,,,,,,,,
18/10/2019 22:00,18/10/2019 23:00,0,0,0,9.045,,,,,,,,,,,,,
18/10/2019 23:00,19/10/2019 00:00,0,0,0,8.845,,,,,,,,,,,,,
19/10/2019 00:00,19/10/2019 01:00,0,0,0,8.63,,,,,,,,,,,,,
19/10/2019 01:00,19/10/2019 02:00,0,0,0,8.344,,,,,,,,,,,,,
19/10/2019 02:00,19/10/2019 03:00,0,0,0,8.003,,,,,,,,,,,,,
19/10/2019 03:00,19/10/2019 04:00,0,0,0,7.732,,,,,,,,,,,,,
19/10/2019 04:00,19/10/2019 05:00,0,0,0,7.676,,,,,,,,,,,,,
19/10/2019 05:00,19/10/2019 06:00,0,0,0,7.699,,,,,,,,,,,,,
19/10/2019 06:00,19/10/2019 07:00,0,0,0,7.707,,,,,,,,,,,,,
19/10/2019 07:00,19/10/2019 08:00,0.02,0.008,0.026,8.04,,,,,,,,,,,,,
19/10/2019 08:00,19/10/2019 09:00,0.107,0.042,0.088,9.039,,,,,,,,,,,,,
19/10/2019 09:00,19/10/2019 10:00,0.196,0.086,0.139,10.104,,,,,,,,,,,,,
19/10/2019 10:00,19/10/2019 11:00,0.292,0.155,0.176,11.092,,,,,,,,,,,,,
19/10/2019 11:00,19/10/2019 12:00,0.385,0.249,0.19,11.931,,,,,,,,,,,,,
19/10/2019 12:00,19/10/2019 13:00,0.384,0.247,0.192,12.442,,,,,,,,,,,,,
19/10/2019 13:00,19/10/2019 14:00,0.344,0.213,0.179,12.677,,,,,,,,,,,,,
19/10/2019 14:00,19/10/2019 15:00,0.288,0.179,0.15,12.73,,,,,,,,,,,,,
19/10/2019 15:00,19/10/2019 16:00,0.198,0.123,0.107,12.449,,,,,,,,,,,,,
19/10/2019 16:00,19/10/2019 17:00,0.079,0.051,0.05,10.939,,,,,,,,,,,,,
19/10/2019 17:00,19/10/2019 18:00,0,0.001,0.002,8.5,,,,,,,,,,,,,
19/10/2019 18:00,19/10/2019 19:00,0,0,0,7.646,,,,,,,,,,,,,
19/10/2019 19:00,19/10/2019 20:00,0,0,0,6.92,,,,,,,,,,,,,
19/10/2019 20:00,19/10/2019 21:00,0,0,0,6.223,,,,,,,,,,,,,
19/10/2019 21:00,19/10/2019 22:00,0,0,0,5.637,,,,,,,,,,,,,
19/10/2019 22:00,19/10/2019 23:00,0,0,0,5.17,,,,,,,,,,,,,
19/10/2019 23:00,20/10/2019 00:00,0,0,0,5.032,,,,,,,,,,,,,
20/10/2019 00:00,20/10/2019 01:00,0,0,0,5.487,,,,,,,,,,,,,
20/10/2019 01:00,20/10/2019 02:00,0,0,0,5.977,,,,,,,,,,,,,
20/10/2019 02:00,20/10/2019 03:00,0,0,0,6.075,,,,,,,,,,,,,
20/10/2019 03:00,20/10/2019 04:00,0,0,0,6.046,,,,,,,,,,,,,
20/10/2019 04:00,20/10/2019 05:00,0,0,0,5.928,,,,,,,,,,,,,
20/10/2019 05:00,20/10/2019 06:00,0,0,0,5.803,,,,,,,,,,,,,
20/10/2019 06:00,20/10/2019 07:00,0,0,0,5.7,,,,,,,,,,,,,
20/10/2019 07:00,20/10/2019 08:00,0.011,0.003,0.02,5.859,,,,,,,,,,,,,
20/10/2019 08:00,20/10/2019 09:00,0.097,0.034,0.085,6.796,,,,,,,,,,,,,
20/10/2019 09:00,20/10/2019 10:00,0.199,0.086,0.14,8.122,,,,,,,,,,,,,
20/10/2019 10:00,20/10/2019 11:00,0.266,0.124,0.175,9.082,,,,,,,,,,,,,
20/10/2019 11:00,20/10/2019 12:00,0.358,0.211,0.192,10.07,,,,,,,,,,,,,
20/10/2019 12:00,20/10/2019 13:00,0.443,0.324,0.181,10.965,,,,,,,,,,,,,
20/10/2019 13:00,20/10/2019 14:00,0.439,0.339,0.162,11.438,,,,,,,,,,,,,
20/10/2019 14:00,20/10/2019 15:00,0.317,0.214,0.146,11.404,,,,,,,,,,,,,
20/10/2019 15:00,20/10/2019 16:00,0.177,0.097,0.108,10.94,,,,,,,,,,,,,
20/10/2019 16:00,20/10/2019 17:00,0.032,0.012,0.037,9.955,,,,,,,,,,,,,
20/10/2019 17:00,20/10/2019 18:00,0,0.001,0.001,9.031,,,,,,,,,,,,,
20/10/2019 18:00,20/10/2019 19:00,0,0,0,8.646,,,,,,,,,,,,,
20/10/2019 19:00,20/10/2019 20:00,0,0,0,8.38,,,,,,,,,,,,,
20/10/2019 20:00,20/10/2019 21:00,0,0,0,8.202,,,,,,,,,,,,,
20/10/2019 21:00,20/10/2019 22:00,0,0,0,8.244,,,,,,,,,,,,,
20/10/2019 22:00,20/10/2019 23:00,0,0,0,8.352,,,,,,,,,,,,,
20/10/2019 23:00,21/10/2019 00:00,0,0,0,8.508,,,,,,,,,,,,,
21/10/2019 00:00,21/10/2019 01:00,0,0,0,8.56,,,,,,,,,,,,,
21/10/2019 01:00,21/10/2019 02:00,0,0,0,8.566,,,,,,,,,,,,,
21/10/2019 02:00,21/10/2019 03:00,0,0,0,8.487,,,,,,,,,,,,,
21/10/2019 03:00,21/10/2019 04:00,0,0,0,8.399,,,,,,,,,,,,,
21/10/2019 04:00,21/10/2019 05:00,0,0,0,8.273,,,,,,,,,,,,,
21/10/2019 05:00,21/10/2019 06:00,0,0,0,8.078,,,,,,,,,,,,,
21/10/2019 06:00,21/10/2019 07:00,0,0,0,7.938,,,,,,,,,,,,,
21/10/2019 07:00,21/10/2019 08:00,0.015,0.006,0.022,7.875,,,,,,,,,,,,,
21/10/2019 08:00,21/10/2019 09:00,0.087,0.029,0.079,8.484,,,,,,,,,,,,,
21/10/2019 09:00,21/10/2019 10:00,0.158,0.056,0.128,9.413,,,,,,,,,,,,,
21/10/2019 10:00,21/10/2019 11:00,0.274,0.139,0.171,10.483,,,,,,,,,,,,,
21/10/2019 11:00,21/10/2019 12:00,0.444,0.336,0.17,11.458,,,,,,,,,,,,,
21/10/2019 12:00,21/10/2019 13:00,0.558,0.511,0.139,12.297,,,,,,,,,,,,,
21/10/2019 13:00,21/10/2019 14:00,0.552,0.525,0.12,12.809,,,,,,,,,,,,,
21/10/2019 14:00,21/10/2019 15:00,0.429,0.376,0.117,12.808,,,,,,,,,,,,,
21/10/2019 15:00,21/10/2019 16:00,0.156,0.083,0.101,12.097,,,,,,,,,,,,,
21/10/2019 16:00,21/10/2019 17:00,0.038,0.018,0.038,10.546,,,,,,,,,,,,,
21/10/2019 17:00,21/10/2019 18:00,0,0,0.001,8.887,,,,,,,,,,,,,
21/10/2019 18:00,21/10/2019 19:00,0,0,0,8.387,,,,,,,,,,,,,
21/10/2019 19:00,21/10/2019 20:00,0,0,0,7.872,,,,,,,,,,,,,
21/10/2019 20:00,21/10/2019 21:00,0,0,0,7.299,,,,,,,,,,,,,
21/10/2019 21:00,21/10/2019 22:00,0,0,0,6.792,,,,,,,,,,,,,
21/10/2019 22:00,21/10/2019 23:00,0,0,0,6.679,,,,,,,,,,,,,
21/10/2019 23:00,22/10/2019 00:00,0,0,0,6.692,,,,,,,,,,,,,
22/10/2019 00:00,22/10/2019 01:00,0,0,0,6.825,,,,,,,,,,,,,
22/10/2019 01:00,22/10/2019 02:00,0,0,0,6.176,,,,,,,,,,,,,
22/10/2019 02:00,22/10/2019 03:00,0,0,0,5.188,,,,,,,,,,,,,
22/10/2019 03:00,22/10/2019 04:00,0,0,0,4.725,,,,,,,,,,,,,
22/10/2019 04:00,22/10/2019 05:00,0,0,0,4.647,,,,,,,,,,,,,
22/10/2019 05:00,22/10/2019 06:00,0,0,0,4.752,,,,,,,,,,,,,
22/10/2019 06:00,22/10/2019 07:00,0,0,0,5.051,,,,,,,,,,,,,
